ID,Marital_Status,Application_Mode,Course,Attendance_Type,Previous_Qualification,Admission_Grade,Displaced,Special_Needs,Debtor,Tuition_Fees_Up_To_Date,Gender,Scholarship_Holder,Age_At_Enrollment,International,Units_1st_Sem_Enrolled,Units_1st_Sem_Approved,Units_1st_Sem_Grade,Units_2nd_Sem_Enrolled,Units_2nd_Sem_Approved,Units_2nd_Sem_Grade,Approval_Rate_1st_Sem,Approval_Rate_2nd_Sem,Avg_Grade_Both_Sem,Unemployment_Rate,Inflation_Rate,GDP,Status
126,Single,2nd phase - general contingent,Oral Hygiene,Daytime,Secondary Education,117.1,Yes,No,No,Yes,Female,No,19,No,7,5,12.1,7,0,0.0,0.714,0.0,6.05,13.9,-0.3,0.79,Dropout
127,Single,Technological specialization diploma holders,Veterinary Nursing,Daytime,Technological Specialization Course,160.0,Yes,No,No,Yes,Female,No,20,No,6,6,14.166666666666666,6,5,13.77777777777778,1.0,0.833,13.97,12.4,0.5,1.79,Graduate
128,Single,1st phase - general contingent,Basic Education,Daytime,Secondary Education,145.3,Yes,No,No,Yes,Female,Yes,18,No,6,5,12.8,6,5,13.4,0.833,0.833,13.1,9.4,-0.8,-3.12,Enrolled
129,Single,2nd phase - general contingent,Social Service,Daytime,Secondary Education,122.6,Yes,No,No,Yes,Female,No,18,No,6,6,13.0,6,6,13.666666666666666,1.0,1.0,13.33,12.4,0.5,1.79,Graduate
130,Single,2nd phase - general contingent,Nursing,Daytime,Secondary Education,128.0,Yes,No,No,Yes,Female,No,19,No,7,7,13.467142857142855,8,8,15.011111111111113,1.0,1.0,14.24,12.4,0.5,1.79,Graduate
131,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,124.9,Yes,No,No,Yes,Female,Yes,18,No,7,7,13.2375,8,7,13.742857142857144,1.0,0.875,13.49,13.9,-0.3,0.79,Dropout
132,Single,2nd phase - general contingent,Communication Design,Daytime,Secondary Education,123.7,Yes,No,No,Yes,Female,No,18,No,6,6,12.333333333333334,6,6,13.0,1.0,1.0,12.67,7.6,2.6,0.32,Graduate
133,Single,1st phase - general contingent,Management,Daytime,Secondary Education,120.1,Yes,No,No,Yes,Female,No,19,No,5,5,12.4,5,5,14.6,1.0,1.0,13.5,8.9,1.4,3.51,Graduate
134,Single,2nd phase - general contingent,Nursing,Daytime,Secondary Education,131.7,Yes,No,No,Yes,Female,No,19,No,7,5,14.0,7,0,0.0,0.714,0.0,7.0,13.9,-0.3,0.79,Dropout
135,Single,Change of course,Social Service,Daytime,Secondary Education,133.2,No,No,No,Yes,Female,No,20,No,9,9,11.666666666666666,7,7,11.714285714285714,1.0,1.0,11.69,7.6,2.6,0.32,Graduate
136,Single,1st phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,109.3,No,No,Yes,No,Female,Yes,19,No,6,5,12.0,6,4,12.5,0.833,0.667,12.25,12.4,0.5,1.79,Dropout
137,Single,2nd phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,113.0,Yes,No,No,Yes,Female,No,20,No,5,4,12.2,5,4,11.5,0.8,0.8,11.85,7.6,2.6,0.32,Graduate
138,Single,1st phase - general contingent,Journalism and Communication,Daytime,Secondary Education,157.9,No,No,Yes,Yes,Female,Yes,18,No,6,6,14.833333333333334,6,6,14.833333333333334,1.0,1.0,14.83,8.9,1.4,3.51,Graduate
139,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,112.1,No,No,No,Yes,Female,Yes,20,No,7,5,13.188,8,7,12.892857142857142,0.714,0.875,13.04,11.1,0.6,2.02,Enrolled
140,Single,3rd phase - general contingent,Nursing,Daytime,Secondary Education,174.7,No,No,No,Yes,Female,No,18,No,7,7,17.125,8,8,17.5875,1.0,1.0,17.36,13.9,-0.3,0.79,Graduate
141,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,128.8,Yes,No,No,Yes,Female,No,19,No,7,6,12.666666666666666,7,6,12.666666666666666,0.857,0.857,12.67,7.6,2.6,0.32,Graduate
142,Single,1st phase - general contingent,Journalism and Communication,Daytime,Secondary Education,110.1,Yes,No,No,Yes,Female,Yes,19,No,6,6,12.666666666666666,6,5,12.0,1.0,0.833,12.33,12.4,0.5,1.79,Graduate
143,Single,Change of institution/course,Management,Daytime,Secondary Education,99.7,Yes,No,Yes,No,Female,No,22,No,5,0,0.0,5,0,0.0,0.0,0.0,0.0,8.9,1.4,3.51,Enrolled
144,Single,1st phase - general contingent,Social Service,Daytime,Secondary Education,121.0,Yes,No,No,Yes,Female,Yes,19,No,6,6,11.333333333333334,6,6,11.5,1.0,1.0,11.42,12.4,0.5,1.79,Graduate
145,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,131.7,Yes,No,No,Yes,Female,Yes,19,No,7,7,13.605,8,8,12.33125,1.0,1.0,12.97,15.5,2.8,-4.06,Graduate
146,Single,2nd phase - general contingent,Basic Education,Daytime,Secondary Education,119.1,Yes,No,No,Yes,Female,Yes,19,No,6,5,12.0,6,5,10.8,0.833,0.833,11.4,9.4,-0.8,-3.12,Graduate
147,Single,1st phase - general contingent,Tourism,Daytime,Secondary Education,124.7,Yes,No,No,Yes,Female,No,19,No,5,0,0.0,5,0,0.0,0.0,0.0,0.0,7.6,2.6,0.32,Dropout
148,Single,2nd phase - general contingent,Tourism,Daytime,Secondary Education,117.2,Yes,No,No,Yes,Female,No,20,No,6,5,11.2,6,3,11.666666666666666,0.833,0.5,11.43,7.6,2.6,0.32,Dropout
149,Single,1st phase - general contingent,Management,Daytime,Secondary Education,128.8,No,No,No,Yes,Female,No,18,No,5,5,13.375,5,5,14.166666666666666,1.0,1.0,13.77,13.9,-0.3,0.79,Graduate
150,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,131.5,No,No,No,Yes,Female,Yes,20,No,7,6,13.863333333333337,8,7,14.178571428571429,0.857,0.875,14.02,11.1,0.6,2.02,Graduate
151,Single,1st phase - general contingent,Animation and Multimedia Design,Daytime,Secondary Education,121.7,Yes,No,No,Yes,Female,No,18,No,0,0,0.0,0,0,0.0,0,0,0.0,9.4,-0.8,-3.12,Enrolled
152,Single,1st phase - general contingent,Veterinary Nursing,Daytime,Secondary Education,123.4,No,No,No,Yes,Female,No,19,No,5,5,12.4,5,5,13.4,1.0,1.0,12.9,7.6,2.6,0.32,Graduate
153,Single,2nd phase - general contingent,Basic Education,Daytime,Secondary Education,124.7,Yes,No,No,Yes,Female,No,18,No,6,3,12.333333333333334,6,5,10.833333333333334,0.5,0.833,11.58,9.4,-0.8,-3.12,Enrolled
154,Single,1st phase - general contingent,Basic Education,Daytime,Secondary Education,132.8,Yes,No,No,Yes,Female,No,18,No,6,6,13.333333333333334,6,5,11.8,1.0,0.833,12.57,7.6,2.6,0.32,Graduate
155,Single,Change of course,Basic Education,Daytime,Secondary Education,108.7,Yes,No,No,Yes,Female,No,21,No,6,3,12.666666666666666,6,3,10.0,0.5,0.5,11.33,9.4,-0.8,-3.12,Dropout
156,Single,1st phase - general contingent,Basic Education,Daytime,Secondary Education,138.1,No,No,No,Yes,Female,No,19,No,6,6,12.0,6,4,11.5,1.0,0.667,11.75,7.6,2.6,0.32,Dropout
157,Single,1st phase - general contingent,Management,Daytime,Secondary Education,126.5,No,No,No,Yes,Female,Yes,18,No,5,5,10.6,5,5,11.8,1.0,1.0,11.2,12.4,0.5,1.79,Graduate
158,Single,2nd phase - general contingent,Social Service,Daytime,Secondary Education,127.4,Yes,No,No,Yes,Female,Yes,18,No,6,6,12.25,6,6,11.857142857142858,1.0,1.0,12.05,12.7,3.7,-1.7,Graduate
159,Single,1st phase - general contingent,Social Service,Daytime,Secondary Education,123.6,Yes,No,No,Yes,Female,No,20,No,6,4,11.0,6,6,11.833333333333334,0.667,1.0,11.42,9.4,-0.8,-3.12,Graduate
160,Single,Over 23 years old,Social Service (evening attendance),Evening,Secondary Education,122.0,No,No,No,Yes,Female,Yes,24,No,6,5,11.0,6,5,12.6,0.833,0.833,11.8,11.1,0.6,2.02,Graduate
161,Single,1st phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,118.2,No,No,No,Yes,Female,No,19,No,6,6,13.166666666666666,6,6,13.0,1.0,1.0,13.08,10.8,1.4,1.74,Dropout
162,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,123.9,Yes,No,No,Yes,Female,Yes,18,No,7,7,12.855555555555554,8,7,12.761111111111113,1.0,0.875,12.81,15.5,2.8,-4.06,Graduate
163,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,125.8,Yes,No,No,Yes,Female,No,18,No,7,7,14.91875,8,8,15.355,1.0,1.0,15.14,15.5,2.8,-4.06,Graduate
164,Single,2nd phase - general contingent,Basic Education,Daytime,Secondary Education,123.3,Yes,No,No,Yes,Female,No,21,No,6,4,11.5,6,3,11.0,0.667,0.5,11.25,10.8,1.4,1.74,Dropout
165,Single,2nd phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,124.4,No,No,No,Yes,Female,No,19,No,5,5,14.2,5,5,14.2,1.0,1.0,14.2,7.6,2.6,0.32,Graduate
166,Single,2nd phase - general contingent,Journalism and Communication,Daytime,Secondary Education,126.0,No,No,No,Yes,Female,Yes,19,No,6,6,12.5,6,6,13.0,1.0,1.0,12.75,15.5,2.8,-4.06,Graduate
167,Widower,Over 23 years old,Agronomy,Daytime,Secondary Education,170.0,No,No,Yes,Yes,Female,No,47,No,1,0,0.0,6,0,0.0,0.0,0.0,0.0,8.9,1.4,3.51,Enrolled
168,Single,2nd phase - general contingent,Social Service,Daytime,Secondary Education,121.5,No,No,No,Yes,Female,No,19,No,6,5,11.666666666666666,6,4,11.0,0.833,0.667,11.33,13.9,-0.3,0.79,Graduate
169,Single,Over 23 years old,Nursing,Daytime,Higher Education - Degree,130.0,No,No,No,Yes,Female,No,29,No,8,7,14.257142857142856,8,7,14.257142857142856,0.875,0.875,14.26,12.7,3.7,-1.7,Graduate
170,Single,Change of course,Social Service,Daytime,Secondary Education,117.0,Yes,No,No,Yes,Female,No,21,No,6,3,12.0,6,2,11.333333333333334,0.5,0.333,11.67,16.2,0.3,-0.92,Dropout
171,Single,Over 23 years old,Veterinary Nursing,Daytime,Secondary Education,130.0,Yes,No,No,Yes,Female,No,28,No,5,4,11.25,5,4,10.5,0.8,0.8,10.88,12.7,3.7,-1.7,Enrolled
172,Single,2nd phase - general contingent,Oral Hygiene,Daytime,Secondary Education,108.0,No,No,No,Yes,Female,No,20,No,7,7,12.457142857142856,8,8,13.5625,1.0,1.0,13.01,15.5,2.8,-4.06,Graduate
173,Single,2nd phase - general contingent,Nursing,Daytime,Secondary Education,132.3,Yes,No,No,Yes,Female,No,19,No,7,6,11.683333333333332,7,6,11.683333333333332,0.857,0.857,11.68,7.6,2.6,0.32,Graduate
174,Single,Transfer,Social Service (evening attendance),Evening,Secondary Education,148.0,No,No,No,Yes,Female,No,26,No,6,3,11.666666666666666,6,5,12.0,0.5,0.833,11.83,9.4,-0.8,-3.12,Graduate
175,Single,2nd phase - general contingent,Tourism,Daytime,Secondary Education,122.6,Yes,No,Yes,No,Female,No,20,No,6,4,11.75,6,6,13.166666666666666,0.667,1.0,12.46,11.1,0.6,2.02,Dropout
176,Single,1st phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,123.0,Yes,No,No,Yes,Female,Yes,18,No,5,3,11.666666666666666,5,4,13.5,0.6,0.8,12.58,7.6,2.6,0.32,Enrolled
177,Single,Over 23 years old,Basic Education,Daytime,Secondary Education,102.5,No,No,No,Yes,Female,No,27,No,6,5,13.2,6,5,12.0,0.833,0.833,12.6,7.6,2.6,0.32,Graduate
178,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,113.3,Yes,No,No,Yes,Female,No,20,No,7,4,11.95,7,4,11.95,0.571,0.571,11.95,7.6,2.6,0.32,Dropout
179,Single,1st phase - general contingent,Basic Education,Daytime,Secondary Education,133.0,Yes,No,No,Yes,Female,No,18,No,6,5,12.4,6,5,10.4,0.833,0.833,11.4,9.4,-0.8,-3.12,Dropout
180,Single,Holders of other higher courses,Nursing,Daytime,Higher Education - Degree,140.0,No,No,No,Yes,Female,No,33,No,7,6,14.35,8,6,14.583333333333334,0.857,0.75,14.47,16.2,0.3,-0.92,Dropout
181,Single,Change of course,Basic Education,Daytime,Secondary Education,128.3,Yes,No,No,Yes,Female,No,35,No,21,21,12.61904761904762,19,19,12.789473684210526,1.0,1.0,12.7,12.4,0.5,1.79,Graduate
182,Single,Technological specialization diploma holders,Management (evening attendance),Evening,Technological Specialization Course,140.0,No,No,No,Yes,Female,Yes,26,No,6,6,12.666666666666666,6,6,13.166666666666666,1.0,1.0,12.92,9.4,-0.8,-3.12,Enrolled
183,Single,Over 23 years old,Journalism and Communication,Daytime,Basic Education 3rd Cycle,104.0,No,No,Yes,No,Female,No,27,No,6,5,12.0,6,0,0.0,0.833,0.0,6.0,11.1,0.6,2.02,Dropout
184,Single,3rd phase - general contingent,Communication Design,Daytime,Secondary Education,122.3,Yes,No,No,No,Female,No,19,No,6,6,12.166666666666666,6,0,0.0,1.0,0.0,6.08,15.5,2.8,-4.06,Dropout
185,Single,2nd phase - general contingent,Tourism,Daytime,Secondary Education,135.0,No,No,No,Yes,Female,No,20,No,6,0,0.0,6,0,0.0,0.0,0.0,0.0,11.1,0.6,2.02,Dropout
186,Single,3rd phase - general contingent,Management,Daytime,Secondary Education,119.1,Yes,No,Yes,No,Female,No,20,No,5,3,10.0,5,3,10.571428571428571,0.6,0.6,10.29,10.8,1.4,1.74,Dropout
187,Single,Change of course,Social Service,Daytime,Secondary Education,126.6,No,No,Yes,No,Female,No,21,No,10,8,11.5,6,4,10.0,0.8,0.667,10.75,9.4,-0.8,-3.12,Enrolled
188,Single,2nd phase - general contingent,Nursing,Daytime,Secondary Education,129.0,Yes,No,No,Yes,Female,Yes,18,No,7,6,13.05,7,6,13.05,0.857,0.857,13.05,7.6,2.6,0.32,Graduate
189,Single,Over 23 years old,Veterinary Nursing,Daytime,Secondary Education,162.3,Yes,No,No,Yes,Female,No,24,No,6,2,11.0,6,0,0.0,0.333,0.0,5.5,8.9,1.4,3.51,Dropout
190,Single,2nd phase - general contingent,Communication Design,Daytime,Secondary Education,163.4,Yes,No,No,Yes,Female,No,20,No,6,6,11.5,6,6,12.0,1.0,1.0,11.75,16.2,0.3,-0.92,Graduate
191,Single,1st phase - general contingent,Tourism,Daytime,Secondary Education,121.5,No,No,No,Yes,Female,Yes,21,No,6,6,12.0,6,6,12.5,1.0,1.0,12.25,13.9,-0.3,0.79,Graduate
192,Single,1st phase - general contingent,Social Service (evening attendance),Evening,Secondary Education,122.8,No,No,No,Yes,Female,No,23,No,6,2,10.0,5,1,10.0,0.333,0.2,10.0,9.4,-0.8,-3.12,Enrolled
193,Single,Over 23 years old,Management,Daytime,Secondary Education,118.0,Yes,No,No,Yes,Female,No,24,No,5,0,0.0,5,0,0.0,0.0,0.0,0.0,7.6,2.6,0.32,Dropout
194,Single,Change of institution/course,Basic Education,Daytime,Secondary Education,134.0,No,No,No,Yes,Female,No,21,No,6,0,0.0,6,0,0.0,0.0,0.0,0.0,12.4,0.5,1.79,Dropout
195,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,129.8,Yes,No,No,Yes,Female,No,18,No,8,7,12.242857142857144,8,7,12.242857142857144,0.875,0.875,12.24,12.7,3.7,-1.7,Graduate
196,Single,Over 23 years old,Management (evening attendance),Evening,Higher Education - Degree (1st cycle),152.0,Yes,No,No,Yes,Female,No,27,No,5,0,0.0,5,0,0.0,0.0,0.0,0.0,8.9,1.4,3.51,Dropout
197,Single,3rd phase - general contingent,Nursing,Daytime,Secondary Education,122.8,Yes,No,No,Yes,Female,No,18,No,8,8,12.93375,8,8,12.93375,1.0,1.0,12.93,9.4,-0.8,-3.12,Graduate
198,Single,Holders of other higher courses,Informatics Engineering,Daytime,Higher Education - Degree,150.0,No,No,No,Yes,Female,No,35,No,5,0,0.0,5,0,0.0,0.0,0.0,0.0,13.9,-0.3,0.79,Dropout
199,Single,1st phase - general contingent,Basic Education,Daytime,Secondary Education,131.8,No,No,No,Yes,Female,No,18,No,7,7,12.571428571428571,7,7,14.428571428571429,1.0,1.0,13.5,11.1,0.6,2.02,Graduate
200,Single,Over 23 years old,Nursing,Daytime,Secondary Education,105.9,No,No,No,Yes,Female,No,35,No,3,3,11.816666666666668,3,3,11.333333333333334,1.0,1.0,11.58,11.1,0.6,2.02,Enrolled
201,Single,1st phase - general contingent,Veterinary Nursing,Daytime,Secondary Education,132.1,Yes,No,No,Yes,Female,No,19,No,5,4,13.75,5,4,14.333333333333334,0.8,0.8,14.04,10.8,1.4,1.74,Graduate
202,Single,1st phase - general contingent,Social Service,Daytime,Secondary Education,127.4,Yes,No,No,Yes,Female,No,20,No,6,6,11.166666666666666,6,6,11.333333333333334,1.0,1.0,11.25,7.6,2.6,0.32,Graduate
203,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,129.5,Yes,No,No,Yes,Female,No,18,No,8,7,12.324285714285711,8,7,12.324285714285711,0.875,0.875,12.32,10.8,1.4,1.74,Graduate
204,Single,Technological specialization diploma holders,Social Service,Daytime,Technological Specialization Course,126.7,No,No,Yes,Yes,Female,No,21,No,6,6,12.166666666666666,6,6,11.714285714285714,1.0,1.0,11.94,13.9,-0.3,0.79,Graduate
205,Single,2nd phase - general contingent,Social Service,Daytime,Secondary Education,116.5,No,No,No,Yes,Female,Yes,18,No,6,5,11.142857142857142,6,4,11.25,0.833,0.667,11.2,16.2,0.3,-0.92,Graduate
206,Single,1st phase - general contingent,Social Service,Daytime,Secondary Education,119.1,Yes,No,No,Yes,Female,No,18,No,6,4,11.0,6,4,10.75,0.667,0.667,10.88,7.6,2.6,0.32,Graduate
207,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,126.5,Yes,No,No,Yes,Female,No,18,No,8,7,12.914285714285713,8,7,12.914285714285713,0.875,0.875,12.91,12.7,3.7,-1.7,Graduate
208,Single,1st phase - general contingent,Journalism and Communication,Daytime,Secondary Education,149.8,Yes,No,No,Yes,Female,Yes,18,No,6,6,13.833333333333334,6,6,14.166666666666666,1.0,1.0,14.0,16.2,0.3,-0.92,Graduate
209,Single,1st phase - general contingent,Veterinary Nursing,Daytime,Secondary Education,115.1,Yes,No,No,Yes,Female,No,19,No,6,6,13.857142857142858,6,5,13.4,1.0,0.833,13.63,13.9,-0.3,0.79,Graduate
210,Single,Over 23 years old,Tourism,Daytime,Basic Education 3rd Cycle,124.5,No,No,No,Yes,Female,Yes,36,No,6,6,13.714285714285714,6,5,12.8,1.0,0.833,13.26,16.2,0.3,-0.92,Dropout
211,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,128.3,Yes,No,No,Yes,Female,Yes,18,No,8,7,12.642857142857142,8,7,12.642857142857142,0.875,0.875,12.64,12.7,3.7,-1.7,Graduate
212,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,136.0,No,No,No,Yes,Female,Yes,18,No,7,6,12.916666666666666,7,6,12.916666666666666,0.857,0.857,12.92,7.6,2.6,0.32,Graduate
213,Single,Change of course,Equinculture,Daytime,Secondary Education,140.0,Yes,No,No,Yes,Female,Yes,20,No,6,6,15.625,6,6,15.857142857142858,1.0,1.0,15.74,13.9,-0.3,0.79,Graduate
214,Single,Over 23 years old,Management (evening attendance),Evening,Secondary Education,126.3,No,No,No,Yes,Female,Yes,26,No,5,0,0.0,5,0,0.0,0.0,0.0,0.0,16.2,0.3,-0.92,Dropout
215,Single,Change of course,Journalism and Communication,Daytime,Secondary Education,126.9,No,No,No,Yes,Female,No,21,No,6,6,11.714285714285714,6,6,12.0,1.0,1.0,11.86,7.6,2.6,0.32,Graduate
216,Single,Over 23 years old,Oral Hygiene,Daytime,Higher Education - Degree (1st cycle),145.0,No,No,No,Yes,Female,No,25,No,7,6,12.125,8,8,13.3125,0.857,1.0,12.72,15.5,2.8,-4.06,Enrolled
217,Single,3rd phase - general contingent,Management,Daytime,Secondary Education,115.8,Yes,No,No,Yes,Female,Yes,19,No,5,5,11.6,5,5,11.6,1.0,1.0,11.6,12.4,0.5,1.79,Graduate
218,Single,Over 23 years old,Social Service (evening attendance),Evening,Secondary Education,100.0,Yes,No,No,Yes,Female,No,24,No,6,1,10.0,6,0,0.0,0.167,0.0,5.0,9.4,-0.8,-3.12,Dropout
219,Single,Over 23 years old,Social Service (evening attendance),Evening,Secondary Education,102.5,No,No,No,Yes,Female,Yes,27,No,6,1,10.0,6,0,0.0,0.167,0.0,5.0,8.9,1.4,3.51,Dropout
220,Single,2nd phase - general contingent,Veterinary Nursing,Daytime,Secondary Education,131.5,No,No,No,Yes,Female,No,21,No,5,0,0.0,5,2,13.5,0.0,0.4,6.75,7.6,2.6,0.32,Dropout
221,Single,1st phase - general contingent,Management,Daytime,Secondary Education,147.0,No,No,No,Yes,Female,Yes,18,No,5,4,13.0,5,3,12.333333333333334,0.8,0.6,12.67,9.4,-0.8,-3.12,Graduate
222,Married,1st phase - general contingent,Basic Education,Daytime,Secondary Education,122.5,No,Yes,No,Yes,Female,Yes,19,No,6,6,13.333333333333334,6,6,14.5,1.0,1.0,13.92,10.8,1.4,1.74,Graduate
223,Single,1st phase - general contingent,Tourism,Daytime,Secondary Education,117.5,Yes,No,No,Yes,Female,No,18,No,6,4,11.25,6,2,12.5,0.667,0.333,11.88,9.4,-0.8,-3.12,Dropout
224,Single,Change of institution/course,Nursing,Daytime,Secondary Education,150.0,No,No,No,Yes,Female,Yes,19,No,7,5,13.85,8,7,12.19285714285714,0.714,0.875,13.02,11.1,0.6,2.02,Graduate
225,Single,3rd phase - general contingent,Nursing,Daytime,Secondary Education,127.5,Yes,No,No,Yes,Female,Yes,19,No,7,6,13.741666666666667,8,7,14.9125,0.857,0.875,14.33,16.2,0.3,-0.92,Graduate
226,Married,Holders of other higher courses,Management (evening attendance),Evening,Higher Education - Master (2nd cycle),140.0,No,No,No,Yes,Female,No,33,No,6,6,15.333333333333334,5,5,15.8,1.0,1.0,15.57,11.1,0.6,2.02,Graduate
227,Married,Holders of other higher courses,Management,Daytime,Higher Education - Degree,130.0,No,No,No,Yes,Female,No,45,No,5,5,11.0,5,5,13.8,1.0,1.0,12.4,12.4,0.5,1.79,Graduate
228,Single,1st phase - general contingent,Social Service,Daytime,Secondary Education,133.3,No,No,No,Yes,Female,Yes,20,No,6,6,12.0,6,6,12.857142857142858,1.0,1.0,12.43,11.1,0.6,2.02,Graduate
229,Single,Over 23 years old,Advertising and Marketing Management,Daytime,Secondary Education,97.0,Yes,No,No,Yes,Female,No,28,No,5,0,0.0,5,0,0.0,0.0,0.0,0.0,7.6,2.6,0.32,Dropout
230,Single,Change of course,Nursing,Daytime,Secondary Education,112.0,Yes,No,No,Yes,Female,Yes,19,No,8,7,11.571428571428571,8,7,11.571428571428571,0.875,0.875,11.57,12.7,3.7,-1.7,Graduate
231,Single,1st phase - general contingent,Tourism,Daytime,Secondary Education,123.6,Yes,No,No,Yes,Female,No,18,No,6,6,12.857142857142858,6,3,12.666666666666666,1.0,0.5,12.76,12.7,3.7,-1.7,Graduate
232,Single,Over 23 years old,Tourism,Daytime,Higher Education - Degree,130.5,No,No,No,Yes,Female,No,38,No,6,0,0.0,6,0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06,Dropout
233,Single,1st phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,133.3,No,No,No,Yes,Female,No,19,No,5,5,13.0,5,5,13.2,1.0,1.0,13.1,9.4,-0.8,-3.12,Graduate
234,Single,1st phase - general contingent,Tourism,Daytime,Secondary Education,132.1,No,No,No,Yes,Female,Yes,21,No,6,5,11.0,6,5,12.0,0.833,0.833,11.5,15.5,2.8,-4.06,Graduate
235,Single,1st phase - general contingent,Management,Daytime,Secondary Education,100.0,No,No,No,Yes,Female,No,21,No,5,3,12.0,5,1,15.0,0.6,0.2,13.5,16.2,0.3,-0.92,Dropout
236,Single,1st phase - general contingent,Social Service,Daytime,Secondary Education,140.4,No,No,No,Yes,Female,Yes,22,No,6,5,12.6,6,6,13.0,0.833,1.0,12.8,10.8,1.4,1.74,Graduate
237,Single,1st phase - general contingent,Basic Education,Daytime,Secondary Education,141.7,No,No,No,Yes,Female,Yes,18,No,6,5,13.4,6,6,13.166666666666666,0.833,1.0,13.28,9.4,-0.8,-3.12,Graduate
238,Single,2nd phase - general contingent,Social Service,Daytime,Secondary Education,119.7,No,Yes,No,Yes,Female,Yes,18,No,6,6,11.333333333333334,6,6,11.571428571428571,1.0,1.0,11.45,15.5,2.8,-4.06,Graduate
239,Single,1st phase - general contingent,Equinculture,Daytime,Secondary Education,122.5,Yes,No,No,No,Female,No,25,No,5,4,13.5,5,4,14.25,0.8,0.8,13.88,9.4,-0.8,-3.12,Dropout
